<TICKER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;22.10.2021;0;631.6000000;640.4500000;630.3000000;634.5000000;3649871
ROSN;25.10.2021;0;638.8500000;655.8000000;631.6500000;655.0500000;9388919
ROSN;26.10.2021;0;655.4500000;665.7000000;649.3000000;650.8000000;8827620
ROSN;27.10.2021;0;646.5000000;649.9000000;637.5500000;638.4000000;6329974
ROSN;28.10.2021;0;637.7500000;642.0000000;622.3500000;641.2500000;8120289
ROSN;29.10.2021;0;640.0500000;643.0000000;628.4000000;636.1000000;4389229
ROSN;01.11.2021;0;637.3000000;643.2500000;633.0000000;641.9000000;3588096
ROSN;02.11.2021;0;643.0000000;646.3000000;628.5500000;630.2000000;5466752
ROSN;03.11.2021;0;627.0500000;627.9500000;615.4500000;619.7500000;5031666
ROSN;05.11.2021;0;612.9000000;626.7500000;605.2000000;626.2500000;4546613
ROSN;08.11.2021;0;633.0500000;636.5000000;628.3500000;631.7000000;4990315
ROSN;09.11.2021;0;632.3500000;637.9500000;629.3000000;636.4000000;4360738
ROSN;10.11.2021;0;638.0500000;642.5000000;627.0000000;629.8000000;5304044
ROSN;11.11.2021;0;631.0000000;636.2500000;623.2500000;634.5000000;5634062
ROSN;12.11.2021;0;633.3500000;637.4000000;611.4000000;619.2000000;7937449
ROSN;15.11.2021;0;617.7500000;629.4000000;614.4500000;621.5500000;3980589
ROSN;16.11.2021;0;625.1500000;629.4500000;617.0000000;621.3500000;3811216
ROSN;17.11.2021;0;621.0000000;626.7000000;618.5500000;619.5000000;4420826
ROSN;18.11.2021;0;618.0500000;621.9500000;610.2500000;614.1000000;4663819
ROSN;19.11.2021;0;617.8000000;618.3000000;590.0000000;590.5000000;8017558
ROSN;22.11.2021;0;589.7500000;593.0500000;572.2500000;581.0000000;12336825
ROSN;23.11.2021;0;578.4500000;603.0000000;570.0000000;601.9500000;12190002
ROSN;24.11.2021;0;604.3500000;605.0000000;586.2000000;597.3000000;5423150
ROSN;25.11.2021;0;599.2500000;602.4500000;587.1500000;590.9000000;3083417
ROSN;26.11.2021;0;578.5000000;578.5000000;555.0000000;555.1500000;9200003
ROSN;29.11.2021;0;567.0500000;579.0000000;559.4000000;573.2500000;7682058
ROSN;30.11.2021;0;565.0000000;573.2500000;557.0000000;566.1000000;10573950
ROSN;01.12.2021;0;573.3500000;582.0000000;568.0000000;569.9500000;6577141
ROSN;02.12.2021;0;572.0000000;583.7000000;567.2000000;582.0000000;10193220
ROSN;03.12.2021;0;584.0000000;584.4500000;573.0000000;576.5500000;5525522
ROSN;06.12.2021;0;581.0000000;582.0000000;568.6000000;575.5500000;3715475
ROSN;07.12.2021;0;575.9500000;591.2000000;571.0000000;589.5500000;7751532
ROSN;08.12.2021;0;591.0000000;595.1500000;569.0000000;574.9500000;8777660
ROSN;09.12.2021;0;576.7500000;580.3000000;570.0000000;578.3500000;4300435
ROSN;10.12.2021;0;578.6000000;579.4500000;570.0500000;572.1000000;2667972
ROSN;13.12.2021;0;574.0000000;577.8500000;536.6000000;539.1500000;8615617
ROSN;14.12.2021;0;538.5000000;557.9500000;503.1500000;550.8500000;9993779
ROSN;15.12.2021;0;551.0000000;561.9000000;547.0000000;561.1000000;4992591
ROSN;16.12.2021;0;564.5000000;579.6500000;561.9500000;573.0000000;7112994
ROSN;17.12.2021;0;573.0000000;575.0000000;563.0500000;573.2000000;4598269
ROSN;20.12.2021;0;567.2500000;569.0000000;555.4500000;567.5500000;3787017
ROSN;21.12.2021;0;569.5500000;576.3000000;567.7000000;575.0000000;3338615
ROSN;22.12.2021;0;574.9500000;582.2000000;570.5500000;579.7000000;5356633
ROSN;23.12.2021;0;583.0000000;583.0000000;571.1500000;579.1000000;3636008
ROSN;24.12.2021;0;579.1000000;579.7500000;564.1500000;572.0500000;2327282
ROSN;27.12.2021;0;573.0000000;582.5000000;571.4000000;582.0000000;3257973
ROSN;28.12.2021;0;582.4000000;599.1000000;581.2500000;596.2000000;5294643
ROSN;29.12.2021;0;596.6500000;600.0000000;586.3000000;592.0000000;4514915
ROSN;30.12.2021;0;592.0000000;601.6000000;589.1000000;599.0000000;3427321
ROSN;03.01.2022;0;599.9000000;614.3500000;598.8000000;610.9500000;3162368
ROSN;04.01.2022;0;610.9000000;617.0000000;605.5500000;613.5000000;2374396
ROSN;05.01.2022;0;612.1500000;616.2000000;582.8000000;590.3000000;4251711
ROSN;06.01.2022;0;588.2500000;605.2500000;580.6000000;601.6000000;6597850
ROSN;10.01.2022;0;604.0500000;609.5500000;595.1000000;602.0000000;5045398
ROSN;11.01.2022;0;602.2000000;615.9000000;597.2000000;613.6000000;5415013
ROSN;12.01.2022;0;615.9500000;630.6000000;609.2500000;627.7000000;7173233
ROSN;13.01.2022;0;625.6500000;627.3000000;596.2000000;603.3000000;10209364
ROSN;14.01.2022;0;602.4000000;611.0000000;580.5000000;605.5000000;11067228
ROSN;17.01.2022;0;605.0000000;614.0000000;578.0500000;592.5500000;10479477
ROSN;18.01.2022;0;592.6500000;598.7000000;525.1000000;544.8000000;28061547
ROSN;19.01.2022;0;542.1000000;575.4000000;523.1000000;566.9000000;19043865
ROSN;20.01.2022;0;569.0000000;581.0000000;552.3000000;561.7000000;10198569
ROSN;21.01.2022;0;557.4000000;579.2000000;553.0000000;564.8000000;12076647
ROSN;24.01.2022;0;564.1000000;566.8000000;523.9500000;546.9000000;16363655
ROSN;25.01.2022;0;546.4500000;556.0000000;522.7000000;548.4000000;15167418
ROSN;26.01.2022;0;548.0000000;550.5000000;525.5500000;532.7500000;18079522
ROSN;27.01.2022;0;529.9500000;578.0000000;526.1000000;563.2000000;16896068
ROSN;28.01.2022;0;568.8500000;574.8500000;556.1000000;566.5000000;11502462
ROSN;31.01.2022;0;568.0000000;579.9000000;566.2500000;576.9500000;7018604
ROSN;01.02.2022;0;577.0000000;583.9000000;570.0500000;574.1500000;7303417
ROSN;02.02.2022;0;574.3500000;580.2500000;568.9000000;575.7000000;4807013
ROSN;03.02.2022;0;574.9500000;575.2500000;562.7000000;569.0000000;4482161
ROSN;04.02.2022;0;570.3500000;606.7500000;561.2000000;572.0000000;23184382
ROSN;07.02.2022;0;570.0000000;577.7000000;562.7500000;569.8000000;5980171
ROSN;08.02.2022;0;569.8500000;574.9500000;563.5500000;570.0500000;7774677
ROSN;09.02.2022;0;571.0000000;582.5000000;569.0500000;579.0000000;10679051
ROSN;10.02.2022;0;579.0000000;580.2500000;569.0000000;569.4000000;6254258
ROSN;11.02.2022;0;570.0000000;572.6500000;540.0000000;547.4000000;13231543
ROSN;14.02.2022;0;547.3000000;562.4500000;532.6500000;556.0000000;11825844
ROSN;15.02.2022;0;557.8500000;574.4500000;555.5500000;565.9500000;9418853
ROSN;16.02.2022;0;566.8500000;575.8000000;563.8500000;571.5500000;7721680
ROSN;17.02.2022;0;571.0000000;571.8000000;541.0500000;549.5000000;13817530
ROSN;18.02.2022;0;550.1500000;556.1000000;513.1500000;519.5000000;17358290
ROSN;21.02.2022;0;518.5500000;533.7500000;387.6500000;438.7000000;59637755
ROSN;22.02.2022;0;438.7000000;457.0000000;395.8000000;431.3000000;79549540
ROSN;24.02.2022;0;388.3500000;388.3500000;175.5000000;274.7000000;70911815
ROSN;25.02.2022;0;283.0000000;318.5500000;280.2500000;307.9500000;34248855
ROSN;24.03.2022;0;312.1000000;375.0000000;308.0000000;360.2000000;18213961
ROSN;25.03.2022;0;370.0000000;384.2000000;346.5000000;365.1000000;9924181
ROSN;28.03.2022;0;357.8000000;369.0000000;341.2000000;357.9500000;2585586
ROSN;29.03.2022;0;363.8500000;417.9500000;348.2000000;370.0000000;6428661
ROSN;30.03.2022;0;385.0000000;392.0000000;375.0000000;387.0000000;2285686
ROSN;31.03.2022;0;393.1500000;440.0000000;387.1500000;437.5000000;7601321
